"12521","ROODEPOORT OLD CEMETERY","South Africa","-26.16611, 27.87368"
"12524","ZEERUST MUNICIPAL CEMETERY","South Africa","-25.56635, 26.10356"
"12525","BLOEMFONTEIN (IN MEMORIAM) CEMETERY","South Africa","-29.14566, 26.20732"
"12530","ROOIDAM MILITARY CEMETERY","South Africa","-29.06343, 26.17404"
"12531","ROOIDAM AFRICAN CEMETERY MEMORIAL","South Africa","-29.06318, 26.17405"
"12600","ALICE CEMETERY","South Africa","-32.78992, 26.83011"
"12601","BARKLY WEST CEMETERY","South Africa","-27.98282, 24.44749"
"12603","BEDFORD CEMETERY, EASTERN CAPE","South Africa","-32.67672, 26.09293"
"12604","CAPE TOWN (KLIP, GRASSY PARK) CEMETERY","South Africa","-34.04063, 18.49491"
"12606","BREDASDORP NEW CEMETERY","South Africa","-34.52419, 20.04526"
"12607","BROWNSVALE FARM CEMETERY, FORT BEAUFORT DISTRICT","South Africa","-32.57291, 26.55038"
"12608","BURGERSDORP CEMETERY","South Africa","-30.99642, 26.33327"
"12611","CAPE TOWN (CONSTANTIA) PUBLIC CEMETERY","South Africa","-34.01597, 18.4396"
"12612","CRADOCK CEMETERY","South Africa","-32.15749, 25.61517"
"12614","DE AAR OLD CEMETERY","South Africa","-30.64437, 24.01723"
"12617","EAST LONDON (EAST BANK) CEMETERY","South Africa","-33.00852, 27.91598"
"12618","EAST LONDON (SETTLERS WAY) CEMETERY","South Africa","-33.0337, 27.88235"
"12619","EBENEZER FARM CEMETERY, PEARSTON","South Africa","-32.7268, 24.90707"
"12621","ENGCOBO CEMETERY","South Africa","-31.6781, 27.994"
"12623","FORT BEAUFORT CEMETERY","South Africa","-32.76975, 26.63765"
"12625","GRAAFF-REINET OLD CEMETERY","South Africa","-32.24686, 24.52966"
"12626","GRAHAMSTOWN OLD CEMETERY","South Africa","-33.30548, 26.53399"
"12636","KIMBERLEY (DUTOITSPAN) CEMETERY","South Africa","-28.75474, 24.80466"
"12637","KIMBERLEY (WEST END) CEMETERY","South Africa","-28.73608, 24.73764"
"12639","KING WILLIAM'S TOWN CEMETERY","South Africa","-32.87536, 27.39264"
"12647","MAFIKENG CEMETERY","South Africa","-25.85538, 25.63647"
