http://en.wikipedia.org/wiki/Bombardment_of_Yarmouth_and_Lowestoft,Bombardment_of_Yarmouth_and_Lowestoft,63,39,"52.6, 1.7"
http://en.wikipedia.org/wiki/Brusilov_Offensive,Brusilov_Offensive,434,266,"49.85, 24.016667"
http://en.wikipedia.org/wiki/Easter_Rising,Easter_Rising,2198,888,"53.347778, -6.259722"
http://en.wikipedia.org/wiki/Eighth_Battle_of_the_Isonzo,Eighth_Battle_of_the_Isonzo,36,28,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Eleventh_Battle_of_the_Isonzo,Eleventh_Battle_of_the_Isonzo,64,45,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Erzerum_Offensive,Erzerum_Offensive,1,1,"39.9, 41.27"
http://en.wikipedia.org/wiki/Estonian_War_of_Independence,Estonian_War_of_Independence,740,230,"59, 26"
http://en.wikipedia.org/wiki/Fall_of_Baghdad_(1917),Fall_of_Baghdad_(1917),175,99,"33.325, 44.422"
http://en.wikipedia.org/wiki/Fall_of_Baghdad_1917,Fall_of_Baghdad_1917,2,2,"33.325, 44.422"
http://en.wikipedia.org/wiki/Fall_of_Basra,Fall_of_Basra,1,1,"30.5, 47.816667"
http://en.wikipedia.org/wiki/Fanning_Raid,Fanning_Raid,22,7,"3.86, -159.364444"
http://en.wikipedia.org/wiki/Fao_Landing,Fao_Landing,52,33,"29.98, 48.467"
http://en.wikipedia.org/wiki/Fifth_Battle_of_the_Isonzo,Fifth_Battle_of_the_Isonzo,52,34,"45.8, 13.533333"
http://en.wikipedia.org/wiki/Finnish_Civil_War,Finnish_Civil_War,2459,647,"65, 27"
http://en.wikipedia.org/wiki/First_Battle_of_Champagne,First_Battle_of_Champagne,48,37,"49, 4.5"
http://en.wikipedia.org/wiki/First_Battle_of_Gaza,First_Battle_of_Gaza,670,82,"31.516667, 34.45"
http://en.wikipedia.org/wiki/First_Battle_of_Krithia,First_Battle_of_Krithia,69,42,"40.0431, 26.1753"
